Ani_1.wav,4.344098425,1.2
Ani_2.wav,1.820374421,1
Ani_3.wav,1.770586396,1
Ani_4.wav,2.531729137,1.2
Ani_5.wav,2.510124462,1.3
Kenshin_1.wav,3.678036556,1.1
Kenshin_2.wav,4.961511013,1.1
Kenshin_3.wav,3.604654857,1.4
Kenshin_4.wav,3.200066776,1.3
Kenshin_5.wav,3.119141886,1
abjones_1.wav,4.388355445,1.3
abjones_2.wav,5.371559074,1.1
abjones_3.wav,1.161262294,0.8
abjones_4.wav,0.690993395,0.7
abjones_5.wav,0.170651139,0.7
amy_1.wav,2.941004177,1.5
amy_10.wav,4.096150095,1.6
amy_11.wav,3.717586018,1.5
amy_12.wav,3.31542805,1.4
amy_13.wav,8.572098377,1.5
amy_14.wav,4.452040813,1.5
amy_15.wav,2.593270273,1.4
amy_16.wav,4.213721545,1.3
amy_2.wav,3.58133823,1.2
amy_3.wav,4.644278556,1.4
amy_4.wav,4.037097941,1.4
amy_5.wav,4.510463557,1.3
amy_6.wav,4.195752879,1.5
amy_7.wav,1.456660358,1.4
amy_8.wav,5.032387867,1.6
amy_9.wav,5.006089704,1.4
annar_1.wav,2.446371939,1.1
annar_2.wav,3.014296104,1.2
annar_3.wav,2.155844656,1.2
annar_4.wav,2.68656764,1.2
annar_5.wav,3.308448694,1.3
ariel_1.wav,2.352063256,1.2
ariel_2.wav,1.839892903,1.2
ariel_3.wav,3.511656115,1.4
ariel_4.wav,0.985497716,1
ariel_5.wav,2.045182001,1.3
bobon_1.wav,3.042693253,1
bobon_2.wav,3.518808342,1.4
bobon_3.wav,5.918285978,1.2
bobon_4.wav,1.333928253,1.1
bobon_5.wav,4.826586395,1.5
bug_1.wav,2.257975012,1.1
bug_2.wav,2.013174955,1.3
bug_3.wav,1.065942009,1.1
bug_4.wav,0.571517472,0.5
bug_5.wav,1.578581254,1.2
davidson_1.wav,1.639917582,1.1
davidson_2.wav,0.488379927,0.7
davidson_3.wav,2.108295346,0.9
davidson_4.wav,1.096444496,1
davidson_5.wav,0.629456148,0.9
fdps_1.wav,1.89866255,1.2
fdps_2.wav,1.430289986,1
fdps_3.wav,3.400992579,1.1
fdps_4.wav,3.08488253,1.2
fdps_5.wav,1.578293024,1.2
geniusturtle_1.wav,0.043302206,0.3
geniusturtle_2.wav,1.307467728,0.7
geniusturtle_3.wav,0.098542048,0.2
geniusturtle_4.wav,0.198101021,0.3
geniusturtle_5.wav,0.055811075,0.2
geniusturtle_6.wav,0.606365114,0.9
geniusturtle_7.wav,0.281480254,0.3
geniusturtle_8.wav,0.187505771,0.3
heycat_1.wav,3.119741878,1.4
heycat_2.wav,2.878119625,1.3
heycat_3.wav,4.554629651,1.5
heycat_4.wav,2.215602424,1.1
heycat_5.wav,2.141910852,1.3
jmzen_1.wav,2.517217995,1
jmzen_2.wav,1.60588718,1.2
jmzen_3.wav,1.415324037,1.1
jmzen_4.wav,3.571003648,1.3
jmzen_5.wav,2.432120114,1.3
khair_1.wav,0.755473841,0.9
khair_2.wav,0.18629382,0.9
khair_3.wav,1.149316905,0.9
khair_4.wav,1.189833747,1
khair_5.wav,0.471352691,0.8
khair_6.wav,0.372428522,0.9
leon_1.wav,5.725082147,1.3
leon_2.wav,3.920234568,1.2
leon_3.wav,0.889473579,0.9
leon_4.wav,2.820348437,1.3
leon_5.wav,3.862763602,1.4
leon_6.wav,4.137481273,1.4
leon_7.wav,1.773901265,1.3
leon_8.wav,4.657226101,1.5
leon_9.wav,5.460918408,1.5
stool_1.wav,1.40505932,1.2
stool_2.wav,5.269648971,1.4
stool_3.wav,1.728574121,1
stool_4.wav,4.928369621,1.1
stool_5.wav,1.343279582,1.1
tammy_1.wav,5.186802467,1.2
titon_1.wav,4.442811996,1.2
titon_2.wav,10.23477197,1.5
titon_3.wav,5.646976092,1.6
titon_4.wav,2.617123061,1.2
titon_5.wav,2.326512723,1.1
yifen_1.wav,3.994104798,1.5
yifen_2.wav,3.176378222,1.6
yifen_3.wav,4.52551859,1.6
yifen_4.wav,3.165100493,1.1
yifen_5.wav,4.276952081,1.4
